CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
OCPNO4457,PUENTE EL FERROCARRIL (CULIACANCITO),PACIFICO NORTE,SINALOA,CULIACÁN,RÍO CULIACÁN,DREN MARGEN DERECHA,LÓTICO,DREN,"-107,53582","24,81976",2012-2021,"101,45",Contaminada,"252,054",Fuertemente contaminada,"93,33",Aceptable,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,"13,2",Toxicidad alta,"19,2",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
OCPNO4458,PUENTE EL PINOLE,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO CULIACÁN,DREN MARGEN DERECHA,LÓTICO,DREN,"-107,56400","24,82238",2012-2021,"87,825",Contaminada,"259,84",Fuertemente contaminada,120,Aceptable,241960,Fuertemente contaminada,241960,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,"4,2",Toxicidad moderada,"23,6",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
OCPNO4459,SAN PEDRO,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,RIO CULIACAN,LÓTICO,RÍO,"-107,55836","24,78496",2012-2021,"5,43",Buena calidad,"23,47",Aceptable,16,Excelente,4229,Contaminada,238,Buena calidad,,,"120,1",Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4463,DREN PRINCIPAL NAVOLATO AGUAS ARRIBA PTAR DE NAVOLATO,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,DREN PRINCIPAL NAVOLATO,LÓTICO,DREN,"-107,68215","24,72352",2012-2021,"105,745",Contaminada,"222,855",Fuertemente contaminada,"64,5",Buena calidad,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,"12,5",Toxicidad alta,"81,3",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
OCPNO4463M1,DREN CHIRICAHUETO,PACIFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES PABELLONES,DREN CHIRICAHUETO,LÓTICO,DREN,"-107,48409","24,59936",2012-2021,"12,855",Aceptable,"66,625",Contaminada,134,Aceptable,241960,Fuertemente contaminada,241960,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,"5,0",Toxicidad moderada,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,",SI,NO,SI,NO,NO,ND,NO,SI,LOTICO
OCPNO4464,100M. AGUAS ABAJO DE LA DESCARGA MUNICIPAL,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,DREN PRINCIPAL NAVOLATO,LÓTICO,DREN,"-107,67792","24,71675",2012-2021,"6,035",Aceptable,"31,9928",Aceptable,"33,125",Buena calidad,"3803,5",Contaminada,"219,5",Buena calidad,,,"96,55",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4464M1,RIO CULIACAN LA PIPIMA,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,RIO CULIACAN,LÓTICO,RÍO,"-107,69964","24,69182",2012-2021,"2,585",Excelente,"14,39",Buena calidad,"51,415",Buena calidad,"4236,5",Contaminada,376,Buena calidad,,,"80,4",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4466,PUENTE LIMONCITO,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,RIO CULIACAN,LÓTICO,RÍO,"-107,73146","24,75625",2012-2021,"3,84",Buena calidad,"23,017",Aceptable,"29,615",Buena calidad,3873,Contaminada,294,Buena calidad,,,"96,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4467,RH10-2 SINALOA,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,RIO CULIACAN,LÓTICO - COSTERO,ESTERO,"-107,68145","24,57455",2012-2021,"3,2883",Buena calidad,"29,8832",Aceptable,"17,08335",Excelente,"2656,5",Contaminada,473,Buena calidad,41,Excelente,"72,9",Excelente,"93,4",Excelente,,,,,"1,5",Toxicidad moderada,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,SI,SI,SI,COSTERO
OCPNO4467M1,RH10-2 SINALOA,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,RIO CULIACAN,LÓTICO,RÍO,"-107,66080","24,62845",2012-2021,<2,Excelente,<10,Excelente,"11,5",Excelente,2613,Contaminada,31,Excelente,,,"124,4",Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4468,RIO CULIACAN 2,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,RIO CULIACAN,LÓTICO - COSTERO,ESTERO,"-107,70863","24,53160",2012-2021,"2,8",Excelente,"157,28",Contaminada,"21,88",Excelente,993,Aceptable,546,Buena calidad,15,Excelente,"116,4213",Buena calidad,"112,6",Buena calidad,"96,9",Excelente,"78,4",Excelente,"1,5",Toxicidad moderada,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Rojo,"DQO,",SI,NO,SI,SI,SI,SI,SI,SI,COSTERO
OCPNO4469,RIO CULIACAN 1,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,RIO CULIACAN,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,"-107,73111","24,49616",2012-2021,"2,67",Excelente,"249,744",Fuertemente contaminada,"26,67",Buena calidad,135,Buena calidad,311,Buena calidad,<3,Excelente,"104,4",Excelente,99,Excelente,,,,,,,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Rojo,"DQO,",SI,NO,SI,SI,SI,SI,SI,SI,COSTERO
OCPNO4470,"BAHIA DE ALTATA SEG 37, 1 ISA10B",PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,BAHIA DE ALTATA SEG,COSTERO (HUMEDAL),BAHIA,"-107,72367","24,48918",2012-2021,,,,,"20,35715",Excelente,20,Excelente,,,<3,Excelente,,,"101,5",Excelente,"98,05",Excelente,"96,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4471,ENSENADA PABELLONES 3,PACIFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES PABELLONES,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),BAHIA,"-107,77221","24,49664",2012-2021,,,,,"15,35",Excelente,10,Excelente,,,<3,Excelente,,,"101,65",Excelente,"100,85",Excelente,"98,75",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4472,BAHIA DE ALTATA SALIDA,PACIFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES PABELLONES,BAHIA ALTATA SALIDA,COSTERO,BAHIA,"-107,81590","24,52105",2012-2021,,,,,"21,5",Excelente,15,Excelente,,,<3,Excelente,,,"100,6",Excelente,99,Excelente,"97,8",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4473,ENSENADA PABELLONES 2,PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),BAHIA,"-107,62859","24,46773",2012-2021,,,,,"26,5",Buena calidad,213,Aceptable,,,<3,Excelente,,,"113,8",Buena calidad,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4474,"NAVOLATO SEG 37, 2 ISA10B",PACIFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,BAHÍA ENSENADA PABELLONES,COSTERO (HUMEDAL),BAHIA,"-107,59052","24,49834",2012-2021,,,,,45,Buena calidad,417,Aceptable,,,<3,Excelente,,,"102,5",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4475,LAGUNA CAIMANERO,PACIFICO NORTE,SINALOA,NAVOLATO,GRUPO DE CORRIENTES PABELLONES,LAGUNA CAIMANERO,LÉNTICO (HUMEDAL),LAGO,"-107,61197","24,61106",2012-2021,"11,87",Aceptable,"55,456",Contaminada,48,Buena calidad,2046,Contaminada,10,Excelente,,,,,"125,25",Aceptable,"132,5",Contaminada,"137,95",Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Rojo,"DQO,CF,OD%M,OD%F,",SI,NO,SI,NO,SI,ND,NO,SI,LENTICO
OCPNO4476,"KYARA, S.A. DE C.V. (AGUAS ARRIBA)",PACIFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES PABELLONES,DREN CHIRICAHUETO,LÓTICO,DREN,"-107,41465","24,71012",2012-2021,<2,Excelente,"24,4",Aceptable,"35,33",Buena calidad,"8037,5",Contaminada,"610,5",Aceptable,,,"82,1",Excelente,,,,,,,"1,6",Toxicidad moderada,"2,9",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4477,"KYARA, S.A. DE C.V. (AGUAS ABAJO)",PACIFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES PABELLONES,DREN CHIRICAHUETO,LÓTICO,DREN,"-107,41920","24,70513",2012-2021,"26,9",Aceptable,"210,29",Fuertemente contaminada,"108,6",Aceptable,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,30,Contaminada,,,,,,,"8,4",Toxicidad alta,"64,9",Toxicidad alta,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,TOX_L,",SI,NO,SI,NO,NO,ND,NO,NO,LOTICO
OCPNO4478,RIO TAMAZULA 3,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO CULIACÁN,RIO TAMAZULA,LÓTICO,RÍO,"-107,29765","24,85035",2012-2021,<2,Excelente,"13,7",Buena calidad,26,Buena calidad,"2447,5",Contaminada,"103,5",Excelente,,,"97,2",Excelente,,,,,,,"1,5",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4479,PRESA SANALONA 3,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO TAMAZULA,PRESA SINALOA,LÉNTICO (HUMEDAL),PRESA,"-107,13645","24,83191",2012-2021,"2,83",Excelente,"23,97",Aceptable,<10,Excelente,218,Aceptable,<3,Excelente,,,,,"105,8",Excelente,"69,9",Buena calidad,"37,7",Aceptable,,,,,"1,7",Toxicidad moderada,"2,1",Toxicidad moderada,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4480,PRESA SANALONA 4,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO TAMAZULA,PRESA SINALOA,LÉNTICO (HUMEDAL),PRESA,"-107,12249","24,82428",2012-2021,"4,17",Buena calidad,"16,04",Buena calidad,<10,Excelente,336,Aceptable,<3,Excelente,,,,,103,Excelente,"62,9",Buena calidad,"39,4",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4481,PRESA SANALONA 6,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO TAMAZULA,PRESA SINALOA,LÉNTICO (HUMEDAL),PRESA,"-107,10780","24,83925",2012-2021,"3,02",Buena calidad,"22,25",Aceptable,"31,9",Buena calidad,350,Aceptable,<3,Excelente,,,,,"103,1",Excelente,"69,6",Buena calidad,"61,8",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4482,PRESA SANALONA 7,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO TAMAZULA,PRESA SINALOA,LÉNTICO (HUMEDAL),PRESA,"-107,11535","24,82350",2012-2021,"2,49",Excelente,"12,48",Buena calidad,"14,5",Excelente,389,Aceptable,<3,Excelente,,,,,"97,1",Excelente,"66,4",Buena calidad,"46,15",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4483,PRESA SANALONA 1,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO TAMAZULA,PRESA SANALONA,LÉNTICO (HUMEDAL),PRESA,"-107,13805","24,82063",2012-2021,<2,Excelente,"16,25",Buena calidad,<10,Excelente,134,Buena calidad,<3,Excelente,,,,,"103,6",Excelente,"67,2",Buena calidad,"31,2",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4484,RÍO HUMAYA,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO CULIACÁN,RÍO HUMAYA,LÓTICO,RÍO,"-107,35484","24,93979",2012-2021,<2,Excelente,"16,5948",Buena calidad,"29,5",Buena calidad,3448,Contaminada,160,Buena calidad,,,"99,35",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4485,RIO CULIACAN 7,PACIFICO NORTE,SINALOA,CULIACÁN,RÍO CULIACÁN,RIO CULIACAN,LÓTICO,RÍO,"-107,38848","25,01393",2012-2021,<2,Excelente,"16,22",Buena calidad,"12,75",Excelente,2282,Contaminada,73,Excelente,,,"86,6",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4486,PRESA ADOLFO LOPEZ MATEOS 3,PACIFICO NORTE,SINALOA,BADIRAGUATO,RÍO HUMAYA,PRESA ADOLFO LOPEZ MATEOS,LÉNTICO (HUMEDAL),PRESA,"-107,38890","25,10275",2012-2021,"2,56",Excelente,"18,12",Buena calidad,<10,Excelente,"278,5",Aceptable,<3,Excelente,,,,,"104,95",Excelente,"34,2",Aceptable,"28,95",Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"3,5",Toxicidad moderada,Amarillo,"OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4487,PRESA ADOLFO LOPEZ MATEOS 2,PACIFICO NORTE,SINALOA,BADIRAGUATO,RÍO HUMAYA,PRESA ADOLFO LOPEZ MATEOS,LÉNTICO (HUMEDAL),PRESA,"-107,39996","25,16813",2012-2021,<2,Excelente,"14,4",Buena calidad,<10,Excelente,"135,5",Buena calidad,<3,Excelente,,,,,"98,9",Excelente,"40,55",Aceptable,"28,5",Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4488,PRESA ADOLFO LOPEZ MATEOS 1,PACIFICO NORTE,SINALOA,BADIRAGUATO,RÍO HUMAYA,PRESA ADOLFO LOPEZ MATEOS,LÉNTICO (HUMEDAL),PRESA,"-107,42565","25,20128",2012-2021,<2,Excelente,"22,05",Aceptable,<10,Excelente,240,Aceptable,<3,Excelente,,,,,"94,8",Excelente,"57,45",Buena calidad,"41,5",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4489,PRESA ADOLFO LOPEZ MATEOS 4,PACIFICO NORTE,SINALOA,BADIRAGUATO,RÍO HUMAYA,PRESA ADOLFO LOPEZ MATEOS,LÉNTICO (HUMEDAL),PRESA,"-107,39422","25,17060",2012-2021,<2,Excelente,"16,88",Buena calidad,<10,Excelente,"295,5",Aceptable,<3,Excelente,,,,,"98,3",Excelente,"49,1",Aceptable,"38,4",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4490,RIO BADIRAGUATO 2,PACIFICO NORTE,SINALOA,BADIRAGUATO,RÍO HUMAYA,RIO BADIRAGUATO,LÓTICO,RÍO,"-107,54480","25,34520",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,1690,Contaminada,86,Excelente,,,"108,3",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4491,RIO BADIRAGUATO 1,PACIFICO NORTE,SINALOA,BADIRAGUATO,RÍO HUMAYA,RIO BADIRAGUATO,LÓTICO,RÍO,"-107,55442","25,40749",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,2613,Contaminada,46,Excelente,,,"103,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4493,PRESA EUSTAQUIO BUELNA 5,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RÍO MOCORITO 1,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,"-108,04578","25,49920",2012-2021,<2,Excelente,"23,1",Aceptable,60,Buena calidad,"409,5",Aceptable,<3,Excelente,,,,,"103,95",Excelente,"84,7",Excelente,"66,8",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4494,PRESA EUSTAQUIO BUELNA 3,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RÍO MOCORITO 1,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,"-108,06044","25,50050",2012-2021,<2,Excelente,"22,68",Aceptable,22,Excelente,227,Aceptable,<3,Excelente,,,,,"115,25",Buena calidad,"85,05",Excelente,"74,75",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4495,PRESA EUSTAQUIO BUELNA 2,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RÍO MOCORITO 2,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,"-108,06475","25,48339",2012-2021,"2,9",Excelente,"24,01",Aceptable,"26,6667",Buena calidad,"571,5",Aceptable,<3,Excelente,,,,,"101,35",Excelente,"72,9",Excelente,"52,95",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4496,PRESA EUSTAQUIO BUELNA 4,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RÍO MOCORITO 1,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,"-108,05939","25,51762",2012-2021,<2,Excelente,"22,535",Aceptable,"31,715",Buena calidad,417,Aceptable,<3,Excelente,,,,,"103,85",Excelente,"67,3",Buena calidad,"49,3",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"2,0",Toxicidad moderada,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4497,PRESA EUSTAQUIO BUELNA 6,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RÍO MOCORITO 1,PRESA EUSTAQUIO BUELNA,LÉNTICO (HUMEDAL),PRESA,"-108,03762","25,51550",2012-2021,<2,Excelente,"16,8",Buena calidad,31,Buena calidad,"311,5",Aceptable,<3,Excelente,,,,,"95,4",Excelente,"72,8",Excelente,"57,1",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4501,SALIDA DE LA PRESA EUSTAQUIO BUELNA,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RÍO MOCORITO 2,RIO MOCORITO,LÓTICO (HUMEDAL),RÍO,"-108,08997","25,46953",2012-2021,"2,02",Excelente,"29,12",Aceptable,29,Buena calidad,"1286,5",Contaminada,91,Excelente,,,"109,4",Excelente,,,,,,,<1,No Toxico,"2,5",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4502,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 3,PACIFICO NORTE,SINALOA,GUASAVE,GRUPO DE CORRIENTES HUYAQUI,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA,COSTERO (HUMEDAL),LAGUNA,"-108,34882","25,22018",2012-2021,,,,,"25,5",Buena calidad,91,Excelente,,,<3,Excelente,,,"102,7",Excelente,"98,7",Excelente,"96,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4503W1,RH10-1 SINALOA,PACIFICO NORTE,SINALOA,GUASAVE,RÍO SINALOA 2,RIO SINALOA,LÓTICO (HUMEDAL),RÍO,"-108,45669","25,32552",2012-2021,<2,Excelente,"17,365",Buena calidad,"15,25",Excelente,2359,Contaminada,"121,5",Excelente,,,85,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4504,LA BRECHA,PACIFICO NORTE,SINALOA,GUASAVE,RÍO SINALOA 2,RIO SINALOA,LÓTICO,RÍO,"-108,42355","25,37127",2012-2021,<2,Excelente,"14,32",Buena calidad,21,Excelente,2832,Contaminada,"170,5",Buena calidad,,,"84,8",Excelente,,,,,,,<1,No Toxico,"3,8",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4505,RIO SINALOA 5,PACIFICO NORTE,SINALOA,GUASAVE,RÍO SINALOA 2,RIO SINALOA,LÓTICO,RÍO,"-108,44489","25,44581",2012-2021,<2,Excelente,"15,24",Buena calidad,"19,5",Excelente,"2915,5",Contaminada,"213,5",Buena calidad,,,"88,05",Excelente,,,,,,,<1,No Toxico,"2,0",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4506,RIO SINALOA 6,PACIFICO NORTE,SINALOA,GUASAVE,RÍO SINALOA 2,RIO SINALOA,LÓTICO,RÍO,"-108,44778","25,54910",2012-2021,<2,Excelente,"19,65",Buena calidad,"33,925",Buena calidad,3551,Contaminada,200,Buena calidad,,,"98,6",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4507M1,PRESA LUIS DONALDO COLOSIO 1,PACIFICO NORTE,SINALOA,CHOIX,RÍO FUERTE 1,RIO SINALOA,LÉNTICO (HUMEDAL),LAGO,"-108,36081","26,89223",2012-2021,<2,Excelente,"19,19",Buena calidad,<10,Excelente,226,Aceptable,<3,Excelente,,,,,"81,95",Excelente,"60,15",Buena calidad,41,Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4508,VADO DE GUASAVE,PACIFICO NORTE,SINALOA,GUASAVE,RÍO SINALOA 2,RIO SINALOA,LÓTICO,RÍO,"-108,45573","25,56385",2012-2021,<2,Excelente,"15,54",Buena calidad,"32,15",Buena calidad,"3351,5",Contaminada,262,Buena calidad,,,"96,8",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4511,PUENTE LIC. ROBERTO CAMACHO,PACIFICO NORTE,SINALOA,GUASAVE,RÍO SINALOA 2,ARROYO OCORONI,LÓTICO,ARROYO,"-108,45981","25,58960",2012-2021,<2,Excelente,"20,54",Aceptable,55,Buena calidad,12997,Fuertemente contaminada,1782,Fuertemente contaminada,,,"86,8",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPNO4513,SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 1,PACIFICO NORTE,SINALOA,GUASAVE,GRUPO DE CORRIENTE TPOPOLOBAMPO,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGUNA,"-108,66451","25,37967",2012-2021,,,,,29,Buena calidad,86,Excelente,,,<3,Excelente,,,"102,25",Excelente,"94,1",Excelente,"81,75",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4514,SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 2,PACIFICO NORTE,SINALOA,GUASAVE,GRUPO DE CORRIENTE TPOPOLOBAMPO,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGUNA,"-108,80312","25,44580",2012-2021,,,,,"19,5",Excelente,<3,Excelente,,,<3,Excelente,,,"104,4",Excelente,"98,95",Excelente,"94,5",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
